Voyager 1 48-sec averaged magnetic field data tab-delimited ascii files. 

The columns are:
1. SC   ID (Voyager 1)
2  year (2015)
3. DOY (Jan 1 = 1)
4. F1 (the magnetic field strength, the average of higher resolution field strengths, in nT)
5, 6, 7 BR, BT, BN (the magnetic field components in RTN coordinates, in nT)

The one sigma uncertainty is dBR ~= 0.02 nT and dBT ~= 0.02 nT. The uncertainty in dBN is larger, since we could not obtain this from a magrol; it could be between 0.02 nT and 0.1 nT. 

 SC	Yr		DOY	  F1		   Br		   Bt		   Bn
FLT1	15	181.4191	0.4464	0.1131	-0.38357	0.19832													
FLT1	15	181.41965	0.44818	0.12185	-0.37913	0.20556													
FLT1	15	181.4202	0.44634	0.12066	-0.37948	0.20148													
FLT1	15	181.42242	0.45056	0.11611	-0.38311	0.20672													
FLT1	15	181.42297	0.43592	0.11754	-0.36895	0.20015													
FLT1	15	181.42354	0.43628	0.11304	-0.37333	0.19531													
FLT1	15	181.42409	0.44031	0.11435	-0.37615	0.19818													
FLT1	15	181.42465	0.44117	0.10961	-0.38106	0.19336													
FLT1	15	181.4252	0.44427	0.11545	-0.38107	0.19698													
FLT1	15	181.42575	0.45413	0.11613	-0.3907	0.20023													
FLT1	15	181.42632	0.45245	0.11529	-0.38951	0.19914													
FLT1	15	181.42686	0.46211	0.11922	-0.39869	0.20089													
FLT1	15	181.42743	0.45214	0.11348	-0.38851	0.20149													
FLT1	15	181.42798	0.45789	0.11324	-0.39289	0.20607													
FLT1	15	181.42854	0.45741	0.12126	-0.39118	0.20371													
FLT1	15	181.42909	0.4649	0.11882	-0.39571	0.21308													
FLT1	15	181.42964	0.46988	0.11593	-0.40183	0.21414													
FLT1	15	181.43021	0.45609	0.11471	-0.38902	0.20856													
FLT1	15	181.43076	0.45626	0.11795	-0.39026	0.20481													
FLT1	15	181.43132	0.45894	0.1204	-0.38997	0.2098													
FLT1	15	181.43187	0.44139	0.12358	-0.37629	0.19482													
FLT1	15	181.43242	0.44436	0.12032	-0.38156	0.19329													
FLT1	15	181.43298	0.45444	0.11786	-0.39065	0.19999													
FLT1	15	181.43353	0.45772	0.11433	-0.39465	0.2016													
FLT1	15	181.4341	0.43814	0.12074	-0.37638	0.18892													
FLT1	15	181.43465	0.4455	0.1234	-0.38109	0.19493													
FLT1	15	181.4352	0.4522	0.12418	-0.38704	0.1981													
FLT1	15	181.43576	0.45203	0.12517	-0.38815	0.1949													
FLT1	15	181.43631	0.45556	0.12131	-0.39186	0.19811													
FLT1	15	181.43687	0.46235	0.12257	-0.39773	0.20135													
FLT1	15	181.43742	0.45305	0.12424	-0.38835	0.19745													
FLT1	15	181.43797	0.44713	0.12678	-0.38064	0.19734													
FLT1	15	181.43854	0.45553	0.12007	-0.39187	0.19876													
FLT1	15	181.43909	0.45492	0.11801	-0.39086	0.20059													
FLT1	15	181.43965	0.45263	0.11493	-0.3877	0.20333													
FLT1	15	181.4402	0.44934	0.12165	-0.38487	0.19742													
FLT1	15	181.44077	0.44646	0.11764	-0.38249	0.19779													
FLT1	15	181.44131	0.45127	0.12825	-0.38244	0.20228													
FLT1	15	181.44186	0.45227	0.12071	-0.38535	0.20365													
FLT1	15	181.44243	0.44871	0.12558	-0.38059	0.20166													
FLT1	15	181.44298	0.43804	0.12239	-0.37207	0.19605													
FLT1	15	181.44354	0.45043	0.11847	-0.3859	0.1998													
FLT1	15	181.44409	0.45871	0.12357	-0.39286	0.20194													
FLT1	15	181.44464	0.44919	0.11292	-0.38981	0.19245													
FLT1	15	181.44521	0.44595	0.10923	-0.38832	0.19003													
FLT1	15	181.44576	0.44511	0.11033	-0.3865	0.19116													
FLT1	15	181.44632	0.44727	0.11191	-0.38624	0.19575													
FLT1	15	181.44687	0.44652	0.10745	-0.38635	0.1963													
FLT1	15	181.44742	0.45531	0.11225	-0.39727	0.19205													
FLT1	15	181.44798	0.4373	0.10858	-0.38422	0.17835													
FLT1	15	181.44853	0.44699	0.10875	-0.3922	0.18477													
FLT1	15	181.4491	0.45198	0.11282	-0.39349	0.19158													
FLT1	15	181.44965	0.44949	0.11345	-0.39013	0.19225													
FLT1	15	181.4502	0.4524	0.11862	-0.39144	0.19327													
FLT1	15	181.45076	0.46317	0.12404	-0.40072	0.19635													
FLT1	15	181.45131	0.46027	0.12012	-0.39944	0.19452													
FLT1	15	181.45187	0.4549	0.12694	-0.38984	0.19704													
FLT1	15	181.45242	0.46464	0.11801	-0.40197	0.20093													
FLT1	15	181.45299	0.45406	0.11592	-0.39324	0.19509													
FLT1	15	181.45354	0.44018	0.11678	-0.38264	0.18353													
FLT1	15	181.45409	0.43854	0.11915	-0.3799	0.18378													
FLT1	15	181.45465	0.45067	0.1268	-0.38921	0.1885													
FLT1	15	181.4552	0.45398	0.12614	-0.39144	0.19221													
FLT1	15	181.45576	0.45737	0.12231	-0.39787	0.18947													
FLT1	15	181.45631	0.45403	0.12418	-0.39234	0.19164													
FLT1	15	181.45686	0.44654	0.11947	-0.38683	0.18826													
FLT1	15	181.45743	0.45805	0.12338	-0.39663	0.19301													
FLT1	15	181.45798	0.44327	0.12123	-0.38333	0.18661													
FLT1	15	181.45854	0.45186	0.11674	-0.39243	0.19113													
FLT1	15	181.45909	0.45494	0.11374	-0.39988	0.18468													
FLT1	15	181.45964	0.43904	0.11526	-0.38427	0.17822													
FLT1	15	181.46021	0.4463	0.1146	-0.39197	0.17996													
FLT1	15	181.46075	0.45115	0.11972	-0.39328	0.18576													
FLT1	15	181.46132	0.45323	0.12668	-0.39374	0.18531													
FLT1	15	181.46187	0.46026	0.12374	-0.39999	0.19113													
FLT1	15	181.46242	0.4522	0.11745	-0.39349	0.18928													
FLT1	15	181.46298	0.45651	0.11714	-0.39701	0.19239													
FLT1	15	181.46353	0.44688	0.11222	-0.38791	0.19127													
FLT1	15	181.4641	0.44987	0.11523	-0.38998	0.19231													
FLT1	15	181.46465	0.44361	0.11513	-0.38449	0.18892													
FLT1	15	181.46521	0.44599	0.11746	-0.3866	0.1888													
FLT1	15	181.46576	0.4499	0.11269	-0.39094	0.19198													
FLT1	15	181.46631	0.44175	0.11147	-0.38288	0.18999													
FLT1	15	181.46687	0.44813	0.11855	-0.38769	0.19088													
FLT1	15	181.46742	0.45406	0.11821	-0.39374	0.19275													
FLT1	15	181.46799	0.43915	0.11739	-0.38074	0.18462													
FLT1	15	181.46854	0.43655	0.11682	-0.37898	0.18246													
FLT1	15	181.46909	0.43845	0.11277	-0.38345	0.1802													
FLT1	15	181.46965	0.44218	0.11355	-0.3866	0.18208													
FLT1	15	181.4702	0.45589	0.11674	-0.39713	0.19097													
FLT1	15	181.47076	0.45263	0.11979	-0.39411	0.18759													
FLT1	15	181.47131	0.44974	0.11267	-0.3931	0.18719													
FLT1	15	181.47186	0.44027	0.11476	-0.38468	0.1808													
FLT1	15	181.47243	0.44163	0.11616	-0.38656	0.17919													
FLT1	15	181.47298	0.44463	0.12023	-0.38731	0.18219													
FLT1	15	181.47354	0.44508	0.12439	-0.38712	0.18095													
FLT1	15	181.47409	0.44199	0.12199	-0.38581	0.1777													
FLT1	15	181.47464	0.43891	0.11538	-0.38093	0.18483													
FLT1	15	181.4752	0.4466	0.10685	-0.3903	0.18889													
FLT1	15	181.47575	0.44675	0.1111	-0.3897	0.18797													
FLT1	15	181.47632	0.44436	0.1206	-0.38248	0.19127													
FLT1	15	181.47687	0.44538	0.12493	-0.38595	0.18377													
FLT1	15	181.47743	0.452	0.11973	-0.38777	0.19893													
FLT1	15	181.47798	0.45428	0.12503	-0.38801	0.20034													
FLT1	15	181.47853	0.45126	0.11754	-0.39152	0.19113													
FLT1	15	181.4791	0.45387	0.12093	-0.39355	0.191													
FLT1	15	181.47964	0.45574	0.11742	-0.3961	0.19233													
FLT1	15	181.48021	0.45569	0.11429	-0.39915	0.18772													
FLT1	15	181.48076	0.45306	0.11425	-0.39616	0.18773													
FLT1	15	181.48131	0.45305	0.11955	-0.39519	0.18639													
FLT1	15	181.48187	0.45628	0.112	-0.40015	0.18843													
FLT1	15	181.48242	0.4494	0.11438	-0.39296	0.18556													
FLT1	15	181.48299	0.44357	0.10993	-0.39	0.18045													
FLT1	15	181.48354	0.44889	0.11162	-0.39101	0.19009													
FLT1	15	181.48409	0.44915	0.11375	-0.38788	0.19572													
FLT1	15	181.48465	0.45343	0.11609	-0.39399	0.192													
FLT1	15	181.4852	0.45655	0.11905	-0.39141	0.20252													
FLT1	15	181.48576	0.45458	0.12277	-0.39126	0.19607													
FLT1	15	181.48631	0.44895	0.11679	-0.38892	0.19144													
FLT1	15	181.48686	0.45027	0.12371	-0.3862	0.19564													
FLT1	15	181.48743	0.44716	0.1261	-0.3825	0.19415													
FLT1	15	181.48798	0.45327	0.1226	-0.39085	0.194													
FLT1	15	181.48854	0.46084	0.11833	-0.39853	0.19883													
FLT1	15	181.48909	0.47113	0.1237	-0.40774	0.20097													
FLT1	15	181.48965	0.45864	0.12207	-0.39564	0.19724													
FLT1	15	181.4902	0.4597	0.1172	-0.399	0.19585													
FLT1	15	181.49075	0.45783	0.11781	-0.395	0.19919													
FLT1	15	181.49132	0.45955	0.11921	-0.39865	0.19506													
FLT1	15	181.49187	0.46336	0.12183	-0.39778	0.20385													
FLT1	15	181.49243	0.46121	0.11872	-0.39839	0.19972													
FLT1	15	181.49298	0.44934	0.12009	-0.38966	0.18876													
FLT1	15	181.49353	0.46062	0.11875	-0.39961	0.19586													
FLT1	15	181.49409	0.45049	0.12012	-0.38872	0.19328													
FLT1	15	181.49464	0.45937	0.12484	-0.39766	0.19302													
FLT1	15	181.49521	0.46083	0.11887	-0.40236	0.1905													
FLT1	15	181.49576	0.4567	0.11862	-0.39723	0.19141													
FLT1	15	181.49631	0.45717	0.1231	-0.39355	0.1973													
FLT1	15	181.49687	0.45319	0.12311	-0.38646	0.20208													
FLT1	15	181.49742	0.45448	0.12211	-0.38984	0.1991													
FLT1	15	181.49799	0.46004	0.12965	-0.39389	0.19909													
FLT1	15	181.49854	0.45873	0.12695	-0.39369	0.19826													
FLT1	15	181.49908	0.45035	0.12296	-0.38456	0.19938													
FLT1	15	181.49965	0.43978	0.11816	-0.37474	0.19747													
FLT1	15	181.5002	0.4538	0.1212	-0.38791	0.20187													
FLT1	15	181.50076	0.44892	0.11601	-0.3842	0.20112													
FLT1	15	181.50131	0.46464	0.12424	-0.39768	0.20565													
FLT1	15	181.50188	0.46253	0.12183	-0.39486	0.20776													
FLT1	15	181.50243	0.45106	0.12063	-0.38649	0.19878													
FLT1	15	181.50298	0.45891	0.12573	-0.39151	0.20368													
FLT1	15	181.50354	0.46439	0.11763	-0.40027	0.20393													
FLT1	15	181.50409	0.45226	0.11863	-0.38926	0.19729													
FLT1	15	181.50465	0.4479	0.11389	-0.38466	0.19914													
FLT1	15	181.5052	0.43797	0.11418	-0.3783	0.18878													
FLT1	15	181.50575	0.43289	0.11381	-0.37479	0.18411													
FLT1	15	181.50632	0.43957	0.12258	-0.37681	0.19018													
FLT1	15	181.50687	0.43641	0.11976	-0.37395	0.19037													
FLT1	15	181.50743	0.43309	0.11564	-0.37314	0.18682													
FLT1	15	181.50798	0.43572	0.12023	-0.37297	0.19038													
FLT1	15	181.50853	0.4405	0.11345	-0.382	0.18768													
FLT1	15	181.50909	0.44836	0.12617	-0.38293	0.19605													
FLT1	15	181.50964	0.43632	0.12676	-0.3695	0.19433													
FLT1	15	181.51021	0.4434	0.12475	-0.37973	0.19194													
FLT1	15	181.51076	0.45038	0.12942	-0.38274	0.19897													
FLT1	15	181.51131	0.44706	0.12061	-0.38244	0.1976													
FLT1	15	181.51187	0.43317	0.12474	-0.36758	0.1922													
FLT1	15	181.51242	0.4456	0.12544	-0.37663	0.20226													
FLT1	15	181.51299	0.44239	0.12542	-0.37592	0.1963													
