Voyager 2 48-sec averaged magnetic field data tab-delimited ascii files. 

The columns are:
1. SC   ID (Voyager 2)
2  year (2011)
3. DOY (Jan 1 = 1)
4. F1 (the magnetic field strength, the average of higher resolution field strengths, in nT)
5, 6, 7 BR, BT, BN (the magnetic field components in RTN coordinates, in nT)

The one sigma uncertainty is dBR ~= 0.03 nT and dBT ~= 0.03 nT. The uncertainty in dBN is larger, since we could not obtain this from a magrol; it could be between 0.02 nT and 0.1 nT. 

 SC	Yr		DOY	  F1		   Br		   Bt		   Bn
2	12	241.00186	0.20259	0.05208	-0.19507	-0.01627													
2	12	241.00243	0.20128	0.05449	-0.19296	-0.01712													
2	12	241.00298	0.20676	0.05151	-0.19992	-0.01002													
2	12	241.00354	0.19629	0.05555	-0.18764	-0.01506													
2	12	241.00409	0.19637	0.05777	-0.18691	-0.01599													
2	12	241.00464	0.20074	0.0635	-0.18995	-0.0129													
2	12	241.0052	0.20137	0.06057	-0.19145	-0.0145													
2	12	241.00575	0.19984	0.06063	-0.18988	-0.01403													
2	12	241.00632	0.19813	0.06133	-0.18762	-0.01666													
2	12	241.00687	0.19895	0.06294	-0.18828	-0.01222													
2	12	241.00742	0.1995	0.06212	-0.18873	-0.01759													
2	12	241.00798	0.19776	0.06347	-0.18662	-0.01587													
2	12	241.00853	0.19809	0.06372	-0.18658	-0.01902													
2	12	241.00909	0.20209	0.07228	-0.18756	-0.02061													
2	12	241.00964	0.20985	0.06603	-0.19849	-0.01626													
2	12	241.01021	0.21485	0.06485	-0.20421	-0.0147													
2	12	241.01076	0.20417	0.06193	-0.19237	-0.02842													
2	12	241.01131	0.20551	0.05623	-0.19557	-0.02829													
2	12	241.01187	0.19994	0.05445	-0.19064	-0.02539													
2	12	241.01242	0.1908	0.05498	-0.18096	-0.025													
2	12	241.01299	0.18427	0.05193	-0.17628	-0.01197													
2	12	241.01353	0.17677	0.04922	-0.16893	-0.01609													
2	12	241.01408	0.16878	0.04273	-0.16197	-0.02003													
2	12	241.01465	0.17162	0.04875	-0.16394	-0.01377													
2	12	241.0152	0.16979	0.04759	-0.16188	-0.01893													
2	12	241.01576	0.1664	0.04546	-0.15984	-0.00807													
2	12	241.01631	0.16331	0.05117	-0.15441	-0.01385													
2	12	241.01686	0.16383	0.05897	-0.15217	-0.01382													
2	12	241.01743	0.16648	0.05703	-0.1559	-0.01182													
2	12	241.01797	0.16022	0.05967	-0.14823	-0.0108													
2	12	241.01854	0.16227	0.05546	-0.15195	-0.01013													
2	12	241.01909	0.16331	0.05058	-0.15449	-0.0151													
2	12	241.01964	0.16645	0.05679	-0.15571	-0.01457													
2	12	241.0202	0.16484	0.05523	-0.1549	-0.01071													
2	12	241.02075	0.17824	0.05828	-0.16814	-0.00944													
2	12	241.02132	0.17263	0.05508	-0.16341	-0.00698													
2	12	241.02187	0.17228	0.05292	-0.1637	-0.00775													
2	12	241.02242	0.17593	0.0539	-0.16721	-0.00856													
2	12	241.02298	0.16876	0.05013	-0.161	-0.00584													
2	12	241.02353	0.16588	0.04977	-0.15818	-0.00273													
2	12	241.02409	0.16591	0.04935	-0.15824	-0.00643													
2	12	241.02464	0.16614	0.05192	-0.1578	-0.00124													
2	12	241.02521	0.17062	0.05324	-0.16199	-0.00547													
2	12	241.02576	0.16599	0.05447	-0.15661	-0.00535													
2	12	241.02631	0.16705	0.05222	-0.15848	-0.00693													
2	12	241.02687	0.1613	0.05278	-0.15217	-0.00742													
2	12	241.02742	0.15975	0.05389	-0.14931	-0.01694													
2	12	241.02798	0.15985	0.05359	-0.14916	-0.02022													
2	12	241.02853	0.1632	0.04777	-0.15484	-0.01872													
2	12	241.02908	0.15858	0.04839	-0.14948	-0.02124													
2	12	241.02965	0.16382	0.04677	-0.15615	-0.01449													
2	12	241.0302	0.15778	0.04729	-0.14963	-0.01564													
2	12	241.03076	0.16088	0.04551	-0.15382	-0.01177													
2	12	241.03131	0.1597	0.04767	-0.1517	-0.01452													
2	12	241.03186	0.16743	0.04408	-0.16056	-0.01713													
2	12	241.03242	0.1647	0.04409	-0.15797	-0.0148													
2	12	241.03297	0.16933	0.04503	-0.16222	-0.01754													
2	12	241.03354	0.16983	0.04605	-0.16229	-0.01916													
2	12	241.03409	0.17464	0.05074	-0.16607	-0.01781													
2	12	241.03464	0.16412	0.04948	-0.15454	-0.02443													
2	12	241.0352	0.16086	0.03965	-0.15444	-0.02099													
2	12	241.03575	0.16124	0.03934	-0.15548	-0.0163													
2	12	241.03632	0.16667	0.03904	-0.16139	-0.01391													
2	12	241.03687	0.15807	0.04075	-0.15194	-0.01481													
2	12	241.03743	0.16434	0.0395	-0.15883	-0.01431													
2	12	241.03798	0.16131	0.03935	-0.15586	-0.01209													
2	12	241.03853	0.15971	0.05027	-0.15147	-0.0036													
2	12	241.03909	0.15939	0.0545	-0.14968	-0.00514													
2	12	241.03964	0.16735	0.05518	-0.15779	-0.00694													
2	12	241.04021	0.15684	0.05176	-0.1478	-0.00575													
2	12	241.04076	0.16583	0.0482	-0.15842	-0.00834													
2	12	241.04131	0.15848	0.04734	-0.15031	-0.01659													
2	12	241.04187	0.16438	0.04415	-0.15619	-0.02578													
2	12	241.04242	0.16176	0.04743	-0.15252	-0.02528													
2	12	241.04298	0.16667	0.05187	-0.15545	-0.03008													
2	12	241.04353	0.16574	0.04863	-0.15674	-0.02296													
2	12	241.04408	0.1664	0.04991	-0.15606	-0.0289													
2	12	241.04465	0.16007	0.04983	-0.14931	-0.02886													
2	12	241.0452	0.16513	0.04856	-0.15505	-0.02927													
2	12	241.04576	0.16205	0.053	-0.14954	-0.03278													
2	12	241.04631	0.1642	0.05338	-0.15038	-0.03846													
2	12	241.04686	0.16126	0.05509	-0.1471	-0.03631													
2	12	241.04742	0.16429	0.05358	-0.15243	-0.02952													
2	12	241.04797	0.15786	0.0519	-0.14693	-0.02493													
2	12	241.04854	0.16286	0.05161	-0.15231	-0.02535													
2	12	241.04909	0.16633	0.05091	-0.1563	-0.02504													
2	12	241.04965	0.15887	0.04846	-0.15001	-0.01908													
2	12	241.0502	0.15859	0.05171	-0.14912	-0.01511													
2	12	241.05075	0.1623	0.05026	-0.15377	-0.0127													
2	12	241.05132	0.16218	0.05017	-0.15313	-0.01798													
2	12	241.05186	0.16177	0.05245	-0.15104	-0.02426													
2	12	241.05243	0.16499	0.04561	-0.15615	-0.02707													
2	12	241.05298	0.16474	0.04344	-0.15581	-0.03098													
