# The average magnetic field strength produced by the spacecraft at the
# location of the outboard magnetometer of the dual magnetometers system 
# on V1 and V2 is about 0.1 - 0.2 nT, comparable to the most probable magnetic 
# field strength in the inner heliosheath and significantly larger than the most 
# probable magnetic field strength in the distant supersonic solar wind. 
# The spacecraft magnetic field is a complex, time-dependent signal that must
# be removed from the measured magnetic field signal in order to derive the 
# ambient magnetic fields of the solar wind and heliosheath. Corrections must 
# also be made for spurious magnetic signals and noise associated with the 
# telemetry system, ground tracking systems, and other factors. Extracting the 
# signal describing the solar wind and heliosheath from the many sources of 
# uncertainty is a complex and partly subjective process that requires 
# understanding of the instrument and judgment based on experience in dealing 
# with the ever-changing extraneous signals.  For the V2 MAG data the 1-sigma 
# uncertainty in the 48 sec averages for each of the components of the magnetic 
# field  BR, BT, and BN is typically +/- 0.03 nT; the uncertainty in magnitude f1 is 
# typically +/- 0.04 nT. F1, BR, BT, and BN can differ from one another and they 
# may vary with time, but there is no practical way to determine these uncertainties 
# more precisely at present.
#
# References 
#
# Daniel B. Berdichevsky, Voyager Mission, Detailed processing of weak magnetic 
# fields; I - Constraints to the uncertainties of the calibrated magnetic field signal 
# in the Voyager missions , 2009; 
# http://vgrmag.gsfc.nasa.gov/Berdichevsky-VOY_sensor_opu090518.pdf
#
# Behannon, K.W., M.H. Acuña, L.F. Burlaga, R.P. Lepping, N.F. Ness, and 
# F.M. Neubauer, Magnetic-Field Experiment for Voyager-1 and Voyager-2, 
# Space Science Reviews, 21 (3), 235-257, 1977. 
#
# Burlaga, L.F., Merged interaction regions and large-scale magnetic field 
# fluctuations during 1991 - Voyager-2 observations, J. Geophys. Res., 99 (A10), 
# 19341-19350, 1994. 
#
# Burlaga, L.F., N.F. Ness, Y.-M. Wang, and N.R. Sheeley Jr., Heliospheric magnetic 
# field strength and polarity from 1 to 81 AU during the ascending phase of solar 
# cycle 23, J. Geophys. Res., 107 (A11), 1410, 2002. 
#
# Ness, N., K.W. Behannon, R. Lepping, and K.H. Schatten, J. Geophys. Res., , 
# 76, 3564, 1971.
#
# SC	year	DOY	F1	BR	BT	BN	dF1	dBR	dBT	dBN
2	2008	24.7073	0.1618	-0.0203	-0.1389	0.0804	0.04	0.03	0.03	0.03
2	2008	24.7078	0.1635	-0.0168	-0.1436	0.0761	0.04	0.03	0.03	0.03
2	2008	24.7084	0.1584	-0.0192	-0.1386	0.074	0.04	0.03	0.03	0.03
2	2008	24.7089	0.162	-0.0236	-0.1449	0.0684	0.04	0.03	0.03	0.03
2	2008	24.7095	0.161	-0.0261	-0.1426	0.07	0.04	0.03	0.03	0.03
2	2008	24.71	0.1633	-0.0284	-0.1427	0.0741	0.04	0.03	0.03	0.03
2	2008	24.7106	0.1596	-0.0235	-0.1397	0.0732	0.04	0.03	0.03	0.03
2	2008	24.7111	0.1602	-0.0149	-0.1408	0.0749	0.04	0.03	0.03	0.03
2	2008	24.7117	0.1528	-0.0124	-0.1347	0.071	0.04	0.03	0.03	0.03
2	2008	24.7123	0.1573	-0.0172	-0.1396	0.0703	0.04	0.03	0.03	0.03
2	2008	24.7128	0.1517	-0.017	-0.1319	0.0729	0.04	0.03	0.03	0.03
2	2008	24.7134	0.162	-0.0201	-0.1442	0.0709	0.04	0.03	0.03	0.03
2	2008	24.7139	0.161	-0.0168	-0.1456	0.0662	0.04	0.03	0.03	0.03
2	2008	24.7145	0.167	-0.0159	-0.1545	0.0615	0.04	0.03	0.03	0.03
2	2008	24.715	0.1656	-0.0162	-0.1515	0.0649	0.04	0.03	0.03	0.03
2	2008	24.7156	0.1642	-0.0148	-0.1485	0.0681	0.04	0.03	0.03	0.03
2	2008	24.7161	0.1613	-0.0107	-0.1473	0.0649	0.04	0.03	0.03	0.03
2	2008	24.7167	0.1586	-0.0079	-0.1453	0.0631	0.04	0.03	0.03	0.03
2	2008	24.7173	0.1647	-0.0119	-0.1496	0.0678	0.04	0.03	0.03	0.03
2	2008	24.7178	0.1636	-0.019	-0.147	0.0691	0.04	0.03	0.03	0.03
2	2008	24.7184	0.161	-0.0209	-0.1447	0.0671	0.04	0.03	0.03	0.03
2	2008	24.7189	0.1631	-0.0243	-0.1487	0.0624	0.04	0.03	0.03	0.03
2	2008	24.7195	0.1581	-0.0228	-0.1434	0.0626	0.04	0.03	0.03	0.03
2	2008	24.72	0.1583	-0.0263	-0.1416	0.0653	0.04	0.03	0.03	0.03
2	2008	24.7206	0.1562	-0.0306	-0.1308	0.0795	0.04	0.03	0.03	0.03
2	2008	24.7211	0.1664	-0.0267	-0.141	0.0842	0.04	0.03	0.03	0.03
2	2008	24.7217	0.1625	-0.0233	-0.1383	0.0818	0.04	0.03	0.03	0.03
2	2008	24.7222	0.1525	-0.0242	-0.1327	0.071	0.04	0.03	0.03	0.03
2	2008	24.7228	0.1541	-0.0224	-0.1349	0.0709	0.04	0.03	0.03	0.03
2	2008	24.7234	0.1525	-0.0198	-0.1346	0.0688	0.04	0.03	0.03	0.03
2	2008	24.7239	0.1436	-0.0224	-0.1236	0.0695	0.04	0.03	0.03	0.03
2	2008	24.7245	0.1464	-0.0199	-0.1278	0.0682	0.04	0.03	0.03	0.03
2	2008	24.725	0.1589	-0.026	-0.1387	0.073	0.04	0.03	0.03	0.03
2	2008	24.7256	0.1563	-0.0251	-0.1363	0.0722	0.04	0.03	0.03	0.03
2	2008	24.7261	0.1532	-0.0208	-0.1323	0.0743	0.04	0.03	0.03	0.03
2	2008	24.7267	0.1565	-0.0279	-0.1363	0.0718	0.04	0.03	0.03	0.03
2	2008	24.7273	0.1594	-0.0263	-0.1361	0.0785	0.04	0.03	0.03	0.03
2	2008	24.7278	0.1596	-0.0288	-0.1348	0.0803	0.04	0.03	0.03	0.03
2	2008	24.7284	0.1634	-0.0296	-0.1376	0.0828	0.04	0.03	0.03	0.03
2	2008	24.7289	0.1646	-0.0258	-0.1396	0.0832	0.04	0.03	0.03	0.03
2	2008	24.7295	0.1632	-0.022	-0.1366	0.0865	0.04	0.03	0.03	0.03
2	2008	24.73	0.1621	-0.0247	-0.1382	0.0807	0.04	0.03	0.03	0.03
2	2008	24.7306	0.1599	-0.0297	-0.1389	0.0732	0.04	0.03	0.03	0.03
2	2008	24.7311	0.1617	-0.0289	-0.1421	0.0715	0.04	0.03	0.03	0.03
2	2008	24.7317	0.1674	-0.0307	-0.142	0.0831	0.04	0.03	0.03	0.03
2	2008	24.7323	0.1573	-0.0322	-0.1368	0.0708	0.04	0.03	0.03	0.03
2	2008	24.7328	0.1585	-0.0251	-0.1401	0.0696	0.04	0.03	0.03	0.03
2	2008	24.7334	0.1586	-0.0332	-0.1425	0.0613	0.04	0.03	0.03	0.03
2	2008	24.7339	0.147	-0.0249	-0.1312	0.0613	0.04	0.03	0.03	0.03
2	2008	24.7345	0.1444	-0.0255	-0.1279	0.0618	0.04	0.03	0.03	0.03
2	2008	24.735	0.1528	-0.0259	-0.1341	0.0684	0.04	0.03	0.03	0.03
2	2008	24.7356	0.1613	-0.0284	-0.1416	0.0716	0.04	0.03	0.03	0.03
2	2008	24.7361	0.164	-0.0283	-0.1433	0.0744	0.04	0.03	0.03	0.03
2	2008	24.7367	0.1659	-0.0225	-0.1487	0.0701	0.04	0.03	0.03	0.03
2	2008	24.7373	0.1584	-0.0247	-0.1428	0.0638	0.04	0.03	0.03	0.03
2	2008	24.7378	0.16	-0.0274	-0.1456	0.0603	0.04	0.03	0.03	0.03
2	2008	24.7384	0.1576	-0.0287	-0.1427	0.0601	0.04	0.03	0.03	0.03
2	2008	24.7389	0.1634	-0.0257	-0.1499	0.0597	0.04	0.03	0.03	0.03
2	2008	24.7395	0.1561	-0.0205	-0.1425	0.0601	0.04	0.03	0.03	0.03
2	2008	24.74	0.1606	-0.0202	-0.1481	0.0586	0.04	0.03	0.03	0.03
2	2008	24.7406	0.1593	-0.0218	-0.1455	0.0609	0.04	0.03	0.03	0.03
2	2008	24.7411	0.1653	-0.0206	-0.153	0.0587	0.04	0.03	0.03	0.03
2	2008	24.7417	0.167	-0.0228	-0.1497	0.0703	0.04	0.03	0.03	0.03
2	2008	24.7423	0.1675	-0.0178	-0.1505	0.0712	0.04	0.03	0.03	0.03
2	2008	24.7428	0.1597	-0.0243	-0.1391	0.0746	0.04	0.03	0.03	0.03
2	2008	24.7434	0.165	-0.0287	-0.1454	0.0726	0.04	0.03	0.03	0.03
2	2008	24.7439	0.1635	-0.021	-0.1453	0.0719	0.04	0.03	0.03	0.03
2	2008	24.7445	0.1678	-0.0251	-0.1474	0.0763	0.04	0.03	0.03	0.03
2	2008	24.745	0.1685	-0.0307	-0.1464	0.0775	0.04	0.03	0.03	0.03
2	2008	24.7456	0.1727	-0.0226	-0.1538	0.0753	0.04	0.03	0.03	0.03
2	2008	24.7461	0.1732	-0.0284	-0.153	0.076	0.04	0.03	0.03	0.03
2	2008	24.7467	0.1713	-0.0342	-0.1513	0.0727	0.04	0.03	0.03	0.03
2	2008	24.7473	0.1694	-0.0311	-0.1521	0.0678	0.04	0.03	0.03	0.03
2	2008	24.7478	0.1681	-0.0297	-0.1513	0.0666	0.04	0.03	0.03	0.03
2	2008	24.7484	0.163	-0.0248	-0.1477	0.0641	0.04	0.03	0.03	0.03
2	2008	24.7489	0.1634	-0.0266	-0.1498	0.0593	0.04	0.03	0.03	0.03
2	2008	24.7495	0.1659	-0.0303	-0.1488	0.0667	0.04	0.03	0.03	0.03
2	2008	24.75	0.1728	-0.0304	-0.1572	0.0649	0.04	0.03	0.03	0.03
2	2008	24.7506	0.164	-0.0263	-0.1502	0.0604	0.04	0.03	0.03	0.03
2	2008	24.7511	0.1599	-0.0279	-0.1496	0.049	0.04	0.03	0.03	0.03
2	2008	24.7517	0.165	-0.0255	-0.1533	0.0555	0.04	0.03	0.03	0.03
2	2008	24.7523	0.1716	-0.0268	-0.1603	0.055	0.04	0.03	0.03	0.03
2	2008	24.7528	0.1621	-0.0268	-0.1503	0.0544	0.04	0.03	0.03	0.03
2	2008	24.7534	0.1713	-0.0347	-0.1545	0.0652	0.04	0.03	0.03	0.03
2	2008	24.7539	0.1713	-0.0363	-0.1507	0.0729	0.04	0.03	0.03	0.03
2	2008	24.7545	0.1722	-0.0339	-0.152	0.0734	0.04	0.03	0.03	0.03
2	2008	24.755	0.1739	-0.0306	-0.1532	0.0763	0.04	0.03	0.03	0.03
2	2008	24.7556	0.1774	-0.0345	-0.1539	0.081	0.04	0.03	0.03	0.03
2	2008	24.7561	0.1794	-0.0401	-0.1527	0.0851	0.04	0.03	0.03	0.03
2	2008	24.7567	0.1738	-0.0364	-0.1485	0.0826	0.04	0.03	0.03	0.03
2	2008	24.7572	0.1793	-0.0364	-0.1525	0.0869	0.04	0.03	0.03	0.03
2	2008	24.7578	0.1766	-0.0347	-0.1525	0.082	0.04	0.03	0.03	0.03
2	2008	24.7584	0.177	-0.0379	-0.1495	0.0869	0.04	0.03	0.03	0.03
2	2008	24.7589	0.1758	-0.0417	-0.1502	0.0811	0.04	0.03	0.03	0.03
2	2008	24.7595	0.1744	-0.0431	-0.1499	0.0781	0.04	0.03	0.03	0.03
2	2008	24.76	0.1779	-0.0465	-0.1526	0.0788	0.04	0.03	0.03	0.03
2	2008	24.7606	0.1729	-0.0407	-0.1484	0.0789	0.04	0.03	0.03	0.03
2	2008	24.7611	0.1725	-0.0442	-0.1488	0.0753	0.04	0.03	0.03	0.03
2	2008	24.7617	0.1671	-0.0431	-0.1453	0.0702	0.04	0.03	0.03	0.03
2	2008	24.7623	0.1682	-0.0423	-0.1448	0.0742	0.04	0.03	0.03	0.03
2	2008	24.7628	0.1691	-0.038	-0.1473	0.0736	0.04	0.03	0.03	0.03
2	2008	24.7634	0.1719	-0.0362	-0.1513	0.0728	0.04	0.03	0.03	0.03
2	2008	24.7639	0.172	-0.0412	-0.1524	0.0679	0.04	0.03	0.03	0.03
2	2008	24.7645	0.1757	-0.0476	-0.1527	0.0727	0.04	0.03	0.03	0.03
2	2008	24.765	0.1764	-0.0475	-0.1531	0.0737	0.04	0.03	0.03	0.03
2	2008	24.7656	0.1762	-0.0407	-0.1574	0.0678	0.04	0.03	0.03	0.03
2	2008	24.7661	0.1748	-0.0409	-0.1552	0.0691	0.04	0.03	0.03	0.03
2	2008	25.2567	0.1185	-0.0525	-0.1055	0.0117	0.04	0.03	0.03	0.03
2	2008	25.2589	0.1233	-0.067	-0.1004	-0.0247	0.04	0.03	0.03	0.03
2	2008	25.2595	0.1247	-0.0702	-0.1011	-0.0198	0.04	0.03	0.03	0.03
2	2008	25.26	0.1306	-0.0676	-0.1096	-0.0212	0.04	0.03	0.03	0.03
2	2008	25.2606	0.1285	-0.0614	-0.1118	-0.0152	0.04	0.03	0.03	0.03
2	2008	25.2611	0.1316	-0.0711	-0.1095	-0.0159	0.04	0.03	0.03	0.03
2	2008	25.2617	0.1348	-0.0734	-0.1121	-0.0139	0.04	0.03	0.03	0.03
2	2008	25.2622	0.1306	-0.0716	-0.1078	-0.0172	0.04	0.03	0.03	0.03
2	2008	25.2628	0.1238	-0.0681	-0.1019	-0.0169	0.04	0.03	0.03	0.03
2	2008	25.2634	0.1261	-0.0645	-0.1071	-0.016	0.04	0.03	0.03	0.03
2	2008	25.2639	0.1258	-0.0658	-0.1042	-0.0248	0.04	0.03	0.03	0.03
2	2008	25.2645	0.1293	-0.0721	-0.1057	-0.0173	0.04	0.03	0.03	0.03
2	2008	25.265	0.1243	-0.0721	-0.1006	-0.012	0.04	0.03	0.03	0.03
2	2008	25.2656	0.1247	-0.0716	-0.1012	-0.013	0.04	0.03	0.03	0.03
2	2008	25.2661	0.1254	-0.0714	-0.1024	-0.0105	0.04	0.03	0.03	0.03
2	2008	25.2667	0.1242	-0.068	-0.1032	-0.0119	0.04	0.03	0.03	0.03
2	2008	25.2673	0.1211	-0.0691	-0.0988	-0.011	0.04	0.03	0.03	0.03
2	2008	25.2678	0.1198	-0.0696	-0.0949	-0.0217	0.04	0.03	0.03	0.03
2	2008	25.2684	0.1206	-0.0681	-0.0971	-0.0216	0.04	0.03	0.03	0.03
2	2008	25.2689	0.116	-0.067	-0.0922	-0.0207	0.04	0.03	0.03	0.03
2	2008	25.2695	0.1193	-0.0668	-0.0969	-0.0192	0.04	0.03	0.03	0.03
2	2008	25.27	0.123	-0.0687	-0.0998	-0.0203	0.04	0.03	0.03	0.03
2	2008	25.2706	0.1182	-0.0705	-0.094	-0.0125	0.04	0.03	0.03	0.03
2	2008	25.2711	0.1231	-0.0606	-0.1049	-0.0217	0.04	0.03	0.03	0.03
2	2008	25.2717	0.1214	-0.0631	-0.101	-0.0228	0.04	0.03	0.03	0.03
2	2008	25.2722	0.1205	-0.0691	-0.0953	-0.0253	0.04	0.03	0.03	0.03
2	2008	25.2728	0.127	-0.075	-0.0991	-0.026	0.04	0.03	0.03	0.03
2	2008	25.2734	0.1291	-0.0739	-0.1012	-0.0308	0.04	0.03	0.03	0.03
2	2008	25.2739	0.1231	-0.0719	-0.0974	-0.0222	0.04	0.03	0.03	0.03
2	2008	25.2745	0.1238	-0.0708	-0.099	-0.0225	0.04	0.03	0.03	0.03
2	2008	25.275	0.1253	-0.0735	-0.0994	-0.0196	0.04	0.03	0.03	0.03
2	2008	25.2756	0.1245	-0.0709	-0.1006	-0.0185	0.04	0.03	0.03	0.03
2	2008	25.2761	0.1168	-0.0646	-0.0957	-0.0165	0.04	0.03	0.03	0.03
2	2008	25.2767	0.1195	-0.0683	-0.0974	-0.0107	0.04	0.03	0.03	0.03
2	2008	25.2773	0.1186	-0.0627	-0.0993	-0.0154	0.04	0.03	0.03	0.03
2	2008	25.2778	0.1213	-0.0666	-0.1009	-0.008	0.04	0.03	0.03	0.03
2	2008	25.2784	0.1159	-0.0631	-0.097	-0.0067	0.04	0.03	0.03	0.03
2	2008	25.2789	0.1127	-0.0601	-0.0951	-0.0061	0.04	0.03	0.03	0.03
2	2008	25.2795	0.1111	-0.0656	-0.0889	-0.0108	0.04	0.03	0.03	0.03
2	2008	25.28	0.1111	-0.0657	-0.0886	-0.012	0.04	0.03	0.03	0.03
2	2008	25.2806	0.1108	-0.0607	-0.0916	-0.0136	0.04	0.03	0.03	0.03
2	2008	25.2811	0.1142	-0.059	-0.0964	-0.0161	0.04	0.03	0.03	0.03
2	2008	25.2817	0.1188	-0.0574	-0.1023	-0.0183	0.04	0.03	0.03	0.03
2	2008	25.2822	0.1194	-0.0634	-0.097	-0.0286	0.04	0.03	0.03	0.03
2	2008	25.2828	0.1151	-0.0535	-0.0965	-0.0324	0.04	0.03	0.03	0.03
2	2008	25.2834	0.1216	-0.0566	-0.1032	-0.0304	0.04	0.03	0.03	0.03
2	2008	25.2839	0.1202	-0.0556	-0.1011	-0.0338	0.04	0.03	0.03	0.03
2	2008	25.2845	0.1275	-0.0575	-0.1085	-0.0341	0.04	0.03	0.03	0.03
2	2008	25.285	0.1244	-0.0571	-0.1049	-0.0346	0.04	0.03	0.03	0.03
2	2008	25.2856	0.1265	-0.0568	-0.1059	-0.0394	0.04	0.03	0.03	0.03
2	2008	25.2861	0.1269	-0.055	-0.1049	-0.0453	0.04	0.03	0.03	0.03
2	2008	25.2867	0.1297	-0.056	-0.1109	-0.0367	0.04	0.03	0.03	0.03
2	2008	25.2873	0.1267	-0.0512	-0.1099	-0.0368	0.04	0.03	0.03	0.03
2	2008	25.2878	0.1327	-0.0501	-0.1156	-0.0414	0.04	0.03	0.03	0.03
2	2008	25.2884	0.1331	-0.0516	-0.116	-0.0398	0.04	0.03	0.03	0.03
2	2008	25.2889	0.132	-0.051	-0.1149	-0.0402	0.04	0.03	0.03	0.03
2	2008	25.2895	0.1344	-0.0491	-0.1154	-0.0482	0.04	0.03	0.03	0.03
2	2008	25.29	0.1337	-0.0474	-0.1187	-0.0392	0.04	0.03	0.03	0.03
2	2008	25.2906	0.1347	-0.0423	-0.1226	-0.036	0.04	0.03	0.03	0.03
2	2008	25.2911	0.1433	-0.0398	-0.131	-0.0419	0.04	0.03	0.03	0.03
2	2008	25.2917	0.1487	-0.0374	-0.1357	-0.0479	0.04	0.03	0.03	0.03
2	2008	25.2922	0.151	-0.0394	-0.1379	-0.0472	0.04	0.03	0.03	0.03
2	2008	25.2928	0.1503	-0.0336	-0.1353	-0.0561	0.04	0.03	0.03	0.03
2	2008	25.2934	0.148	-0.0365	-0.1329	-0.0538	0.04	0.03	0.03	0.03
2	2008	25.2939	0.1504	-0.0377	-0.1366	-0.05	0.04	0.03	0.03	0.03
2	2008	25.2945	0.1562	-0.0279	-0.147	-0.0447	0.04	0.03	0.03	0.03
2	2008	25.295	0.1563	-0.0284	-0.1449	-0.0511	0.04	0.03	0.03	0.03
2	2008	25.2956	0.165	-0.0308	-0.1549	-0.0473	0.04	0.03	0.03	0.03
2	2008	25.2961	0.1698	-0.0276	-0.1619	-0.0428	0.04	0.03	0.03	0.03
2	2008	25.2967	0.1719	-0.0253	-0.1635	-0.0466	0.04	0.03	0.03	0.03
2	2008	25.2972	0.1798	-0.0199	-0.1738	-0.041	0.04	0.03	0.03	0.03
2	2008	25.2978	0.1829	-0.0152	-0.1779	-0.0395	0.04	0.03	0.03	0.03
2	2008	25.2984	0.1785	-0.0128	-0.1738	-0.0387	0.04	0.03	0.03	0.03
2	2008	25.2989	0.1787	-0.0113	-0.1735	-0.0412	0.04	0.03	0.03	0.03
2	2008	25.2995	0.1774	-0.0133	-0.1742	-0.0304	0.04	0.03	0.03	0.03
2	2008	25.3	0.1714	-0.013	-0.1676	-0.033	0.04	0.03	0.03	0.03
2	2008	25.3006	0.1715	-0.0143	-0.1678	-0.0324	0.04	0.03	0.03	0.03
2	2008	25.3011	0.1699	-0.0181	-0.1663	-0.0289	0.04	0.03	0.03	0.03
2	2008	25.3017	0.1781	-0.0176	-0.1744	-0.0306	0.04	0.03	0.03	0.03
2	2008	25.3022	0.1768	-0.0188	-0.1709	-0.0411	0.04	0.03	0.03	0.03
2	2008	25.3028	0.1698	-0.0221	-0.1642	-0.037	0.04	0.03	0.03	0.03
2	2008	25.3034	0.176	-0.022	-0.1701	-0.0392	0.04	0.03	0.03	0.03
2	2008	25.3039	0.1757	-0.025	-0.1691	-0.0406	0.04	0.03	0.03	0.03
2	2008	25.3045	0.1749	-0.0246	-0.1699	-0.0332	0.04	0.03	0.03	0.03
2	2008	25.305	0.1771	-0.026	-0.1736	-0.0234	0.04	0.03	0.03	0.03
2	2008	25.3056	0.1768	-0.0241	-0.1736	-0.0231	0.04	0.03	0.03	0.03
2	2008	25.3061	0.1705	-0.0237	-0.1663	-0.0292	0.04	0.03	0.03	0.03
2	2008	25.3067	0.1742	-0.0251	-0.1691	-0.033	0.04	0.03	0.03	0.03
2	2008	25.3072	0.1768	-0.0296	-0.1716	-0.0304	0.04	0.03	0.03	0.03
2	2008	25.3078	0.1772	-0.0276	-0.171	-0.0372	0.04	0.03	0.03	0.03
2	2008	25.3084	0.1763	-0.024	-0.1715	-0.0329	0.04	0.03	0.03	0.03
2	2008	25.3089	0.1781	-0.0229	-0.1716	-0.0416	0.04	0.03	0.03	0.03
2	2008	25.3095	0.17	-0.0216	-0.1633	-0.0421	0.04	0.03	0.03	0.03
2	2008	25.31	0.1664	-0.0258	-0.1598	-0.0383	0.04	0.03	0.03	0.03
2	2008	25.3106	0.1658	-0.0287	-0.1593	-0.0356	0.04	0.03	0.03	0.03
2	2008	25.3111	0.1641	-0.0291	-0.1568	-0.0384	0.04	0.03	0.03	0.03
2	2008	25.3117	0.1541	-0.0312	-0.146	-0.0377	0.04	0.03	0.03	0.03
2	2008	25.3123	0.1545	-0.0314	-0.1469	-0.0359	0.04	0.03	0.03	0.03
2	2008	25.3128	0.1464	-0.0374	-0.1382	-0.0302	0.04	0.03	0.03	0.03
2	2008	25.3134	0.144	-0.0427	-0.135	-0.0258	0.04	0.03	0.03	0.03
2	2008	25.3139	0.1436	-0.0523	-0.1326	-0.0169	0.04	0.03	0.03	0.03
2	2008	25.3145	0.1482	-0.0631	-0.1334	-0.013	0.04	0.03	0.03	0.03
2	2008	25.315	0.1478	-0.058	-0.1354	-0.0099	0.04	0.03	0.03	0.03
2	2008	25.3156	0.1485	-0.0592	-0.1353	-0.0154	0.04	0.03	0.03	0.03
2	2008	25.3161	0.146	-0.062	-0.1311	-0.0157	0.04	0.03	0.03	0.03
2	2008	25.3167	0.152	-0.073	-0.1319	-0.0191	0.04	0.03	0.03	0.03
2	2008	25.3172	0.1479	-0.0747	-0.1261	-0.0195	0.04	0.03	0.03	0.03
2	2008	25.3178	0.1465	-0.0742	-0.1253	-0.0153	0.04	0.03	0.03	0.03
2	2008	25.3184	0.1381	-0.0757	-0.1147	-0.0122	0.04	0.03	0.03	0.03
2	2008	25.3189	0.1432	-0.0772	-0.1201	-0.0103	0.04	0.03	0.03	0.03
2	2008	25.3195	0.1385	-0.079	-0.1128	-0.0136	0.04	0.03	0.03	0.03
2	2008	25.32	0.1412	-0.0786	-0.1165	-0.0128	0.04	0.03	0.03	0.03
2	2008	25.3206	0.1317	-0.0816	-0.1033	1E-3	0.04	0.03	0.03	0.03
2	2008	25.3211	0.1335	-0.0781	-0.1078	0.0053	0.04	0.03	0.03	0.03
2	2008	25.3217	0.1283	-0.0743	-0.1038	0.0122	0.04	0.03	0.03	0.03
2	2008	25.3223	0.1264	-0.0701	-0.1041	0.0144	0.04	0.03	0.03	0.03
2	2008	25.3228	0.1295	-0.0691	-0.1079	0.0189	0.04	0.03	0.03	0.03
2	2008	25.3234	0.1324	-0.07	-0.1111	0.0162	0.04	0.03	0.03	0.03
2	2008	25.3239	0.1245	-0.0656	-0.1048	0.0135	0.04	0.03	0.03	0.03
2	2008	25.3245	0.1225	-0.0676	-0.1015	0.0114	0.04	0.03	0.03	0.03
2	2008	25.325	0.1198	-0.0652	-0.0987	0.019	0.04	0.03	0.03	0.03
2	2008	25.3256	0.1236	-0.0627	-0.1047	0.019	0.04	0.03	0.03	0.03
2	2008	25.3261	0.1248	-0.0581	-0.1096	0.0134	0.04	0.03	0.03	0.03
2	2008	25.3267	0.1313	-0.0563	-0.1179	0.0113	0.04	0.03	0.03	0.03
2	2008	25.3272	0.1297	-0.0524	-0.1185	-0.0012	0.04	0.03	0.03	0.03
2	2008	25.3278	0.1319	-0.0579	-0.1183	-0.0062	0.04	0.03	0.03	0.03
2	2008	25.3284	0.1335	-0.0546	-0.1216	-0.008	0.04	0.03	0.03	0.03
2	2008	25.3289	0.1413	-0.0475	-0.1326	-0.0104	0.04	0.03	0.03	0.03
2	2008	25.3295	0.1541	-0.0461	-0.1469	0.0042	0.04	0.03	0.03	0.03
2	2008	25.33	0.1579	-0.0444	-0.1514	5E-4	0.04	0.03	0.03	0.03
2	2008	25.3306	0.1559	-0.0461	-0.1488	0.0026	0.04	0.03	0.03	0.03
2	2008	25.3311	0.1619	-0.0528	-0.1529	0.0039	0.04	0.03	0.03	0.03
2	2008	25.3317	0.1672	-0.0605	-0.1554	0.012	0.04	0.03	0.03	0.03
2	2008	25.3323	0.1676	-0.0563	-0.1578	0.0057	0.04	0.03	0.03	0.03
2	2008	25.3328	0.1626	-0.0537	-0.1534	0.0036	0.04	0.03	0.03	0.03
2	2008	25.3334	0.164	-0.055	-0.1544	7E-4	0.04	0.03	0.03	0.03
2	2008	25.3339	0.1563	-0.0513	-0.1476	0.0012	0.04	0.03	0.03	0.03
2	2008	25.3345	0.1537	-0.0497	-0.1451	-0.0086	0.04	0.03	0.03	0.03
2	2008	25.335	0.154	-0.0514	-0.1449	-0.0076	0.04	0.03	0.03	0.03
2	2008	25.3356	0.1572	-0.053	-0.1478	-0.0059	0.04	0.03	0.03	0.03
2	2008	25.3361	0.1512	-0.0515	-0.1421	-0.0031	0.04	0.03	0.03	0.03
2	2008	25.3367	0.1627	-0.056	-0.1526	-0.0068	0.04	0.03	0.03	0.03
2	2008	25.3372	0.1589	-0.0577	-0.1476	-0.0105	0.04	0.03	0.03	0.03
2	2008	25.3378	0.1608	-0.0529	-0.1513	-0.0127	0.04	0.03	0.03	0.03
2	2008	25.3384	0.1599	-0.0522	-0.1506	-0.0121	0.04	0.03	0.03	0.03
2	2008	25.3389	0.1628	-0.0498	-0.1542	-0.0142	0.04	0.03	0.03	0.03
2	2008	25.3395	0.1566	-0.0527	-0.1466	-0.0147	0.04	0.03	0.03	0.03
2	2008	25.34	0.1557	-0.0526	-0.1462	-0.0091	0.04	0.03	0.03	0.03
2	2008	25.3406	0.1595	-0.051	-0.1507	-0.0104	0.04	0.03	0.03	0.03
2	2008	25.3411	0.1565	-0.0536	-0.1456	-0.0194	0.04	0.03	0.03	0.03
2	2008	25.3417	0.1463	-0.06	-0.1304	-0.0277	0.04	0.03	0.03	0.03
2	2008	25.3422	0.1577	-0.057	-0.1441	-0.0283	0.04	0.03	0.03	0.03
2	2008	25.3428	0.1643	-0.0564	-0.1534	-0.0164	0.04	0.03	0.03	0.03
2	2008	25.3434	0.1651	-0.0506	-0.1563	-0.0152	0.04	0.03	0.03	0.03
2	2008	25.3439	0.1574	-0.0533	-0.1471	-0.0169	0.04	0.03	0.03	0.03
2	2008	25.3445	0.1578	-0.0562	-0.146	-0.0187	0.04	0.03	0.03	0.03
2	2008	25.345	0.1493	-0.0588	-0.1351	-0.0231	0.04	0.03	0.03	0.03
2	2008	25.3456	0.1468	-0.0557	-0.1334	-0.0251	0.04	0.03	0.03	0.03
2	2008	25.3461	0.1427	-0.0543	-0.1291	-0.0269	0.04	0.03	0.03	0.03
2	2008	25.3467	0.1444	-0.062	-0.1284	-0.0222	0.04	0.03	0.03	0.03
2	2008	25.3472	0.1473	-0.067	-0.1306	-0.0121	0.04	0.03	0.03	0.03
2	2008	25.3478	0.1405	-0.0656	-0.1228	-0.0184	0.04	0.03	0.03	0.03
