# The average magnetic field strength produced by the spacecraft at the
# location of the outboard magnetometer of the dual magnetometers system 
# on V1 and V2 is about 0.1 - 0.2 nT, comparable to the most probable magnetic 
# field strength in the inner heliosheath and significantly larger than the most 
# probable magnetic field strength in the distant supersonic solar wind. 
# The spacecraft magnetic field is a complex, time-dependent signal that must
# be removed from the measured magnetic field signal in order to derive the 
# ambient magnetic fields of the solar wind and heliosheath. Corrections must 
# also be made for spurious magnetic signals and noise associated with the 
# telemetry system, ground tracking systems, and other factors. Extracting the 
# signal describing the solar wind and heliosheath from the many sources of 
# uncertainty is a complex and partly subjective process that requires 
# understanding of the instrument and judgment based on experience in dealing 
# with the ever-changing extraneous signals.  For the V2 MAG data the 1-sigma 
# uncertainty in the 48 sec averages for each of the components of the magnetic 
# field  BR, BT, and BN is typically +/- 0.03 nT; the uncertainty in magnitude f1 is 
# typically +/- 0.04 nT. F1, BR, BT, and BN can differ from one another and they 
# may vary with time, but there is no practical way to determine these uncertainties 
# more precisely at present.
#
# References 
#
# Daniel B. Berdichevsky, Voyager Mission, Detailed processing of weak magnetic 
# fields; I - Constraints to the uncertainties of the calibrated magnetic field signal 
# in the Voyager missions , 2009; 
# http://vgrmag.gsfc.nasa.gov/Berdichevsky-VOY_sensor_opu090518.pdf
#
# Behannon, K.W., M.H. Acuña, L.F. Burlaga, R.P. Lepping, N.F. Ness, and 
# F.M. Neubauer, Magnetic-Field Experiment for Voyager-1 and Voyager-2, 
# Space Science Reviews, 21 (3), 235-257, 1977. 
#
# Burlaga, L.F., Merged interaction regions and large-scale magnetic field 
# fluctuations during 1991 - Voyager-2 observations, J. Geophys. Res., 99 (A10), 
# 19341-19350, 1994. 
#
# Burlaga, L.F., N.F. Ness, Y.-M. Wang, and N.R. Sheeley Jr., Heliospheric magnetic 
# field strength and polarity from 1 to 81 AU during the ascending phase of solar 
# cycle 23, J. Geophys. Res., 107 (A11), 1410, 2002. 
#
# Ness, N., K.W. Behannon, R. Lepping, and K.H. Schatten, J. Geophys. Res., , 
# 76, 3564, 1971.
#
# SC	year	DOY	F1	BR	BT	BN	dF1	dBR	dBT	dBN
2	2007	251.0258	0.11	-0.04	0.02	0.1	0.04	0.03	0.03	0.03
2	2007	251.0264	0.12	-0.05	0.02	0.11	0.04	0.03	0.03	0.03
2	2007	251.0269	0.11	-0.05	0.02	0.1	0.04	0.03	0.03	0.03
2	2007	251.0275	0.12	-0.05	0.02	0.11	0.04	0.03	0.03	0.03
2	2007	251.028	0.12	-0.04	0.01	0.11	0.04	0.03	0.03	0.03
2	2007	251.0286	0.12	-0.05	0.02	0.11	0.04	0.03	0.03	0.03
2	2007	251.0291	0.12	-0.04	0.02	0.11	0.04	0.03	0.03	0.03
2	2007	251.0297	0.12	-0.04	0.02	0.11	0.04	0.03	0.03	0.03
2	2007	251.0303	0.11	-0.04	0.02	0.1	0.04	0.03	0.03	0.03
2	2007	251.0308	0.11	-0.04	0.02	0.1	0.04	0.03	0.03	0.03
2	2007	251.0314	0.11	-0.04	0.02	0.1	0.04	0.03	0.03	0.03
2	2007	251.0319	0.11	-0.04	0.01	0.1	0.04	0.03	0.03	0.03
2	2007	251.0325	0.11	-0.05	0	0.1	0.04	0.03	0.03	0.03
2	2007	251.033	0.11	-0.04	0.01	0.1	0.04	0.03	0.03	0.03
2	2007	251.0336	0.11	-0.05	0	0.1	0.04	0.03	0.03	0.03
2	2007	251.0341	0.11	-0.04	0	0.1	0.04	0.03	0.03	0.03
2	2007	251.0347	0.11	-0.05	0.01	0.09	0.04	0.03	0.03	0.03
2	2007	251.0353	0.1	-0.05	0	0.09	0.04	0.03	0.03	0.03
2	2007	251.0358	0.11	-0.05	0	0.1	0.04	0.03	0.03	0.03
2	2007	251.0364	0.11	-0.05	0	0.1	0.04	0.03	0.03	0.03
2	2007	251.0369	0.11	-0.06	0	0.1	0.04	0.03	0.03	0.03
2	2007	251.0375	0.11	-0.05	0.01	0.09	0.04	0.03	0.03	0.03
2	2007	251.038	0.11	-0.05	0.01	0.1	0.04	0.03	0.03	0.03
2	2007	251.0386	0.12	-0.05	0.02	0.1	0.04	0.03	0.03	0.03
2	2007	251.0391	0.12	-0.06	0.02	0.1	0.04	0.03	0.03	0.03
2	2007	251.0397	0.12	-0.05	0.01	0.11	0.04	0.03	0.03	0.03
2	2007	251.0403	0.12	-0.05	0.01	0.1	0.04	0.03	0.03	0.03
2	2007	251.0408	0.12	-0.06	0.01	0.1	0.04	0.03	0.03	0.03
2	2007	251.0414	0.12	-0.06	0.01	0.1	0.04	0.03	0.03	0.03
2	2007	251.0419	0.11	-0.06	0.01	0.1	0.04	0.03	0.03	0.03
2	2007	251.0425	0.12	-0.06	0.01	0.1	0.04	0.03	0.03	0.03
2	2007	251.043	0.13	-0.06	0.01	0.11	0.04	0.03	0.03	0.03
2	2007	251.0436	0.12	-0.06	0	0.1	0.04	0.03	0.03	0.03
2	2007	251.0441	0.12	-0.06	0.01	0.1	0.04	0.03	0.03	0.03
2	2007	251.0447	0.11	-0.05	0.01	0.1	0.04	0.03	0.03	0.03
2	2007	251.0453	0.11	-0.05	0	0.1	0.04	0.03	0.03	0.03
2	2007	251.0458	0.11	-0.05	-0.01	0.09	0.04	0.03	0.03	0.03
2	2007	251.0464	0.11	-0.05	-0.01	0.09	0.04	0.03	0.03	0.03
2	2007	251.0469	0.11	-0.06	-0.01	0.09	0.04	0.03	0.03	0.03
2	2007	251.0475	0.11	-0.05	0	0.09	0.04	0.03	0.03	0.03
2	2007	251.048	0.11	-0.05	0	0.09	0.04	0.03	0.03	0.03
2	2007	251.0486	0.1	-0.05	0	0.09	0.04	0.03	0.03	0.03
2	2007	251.0491	0.11	-0.05	0	0.09	0.04	0.03	0.03	0.03
2	2007	251.0497	0.11	-0.06	0	0.09	0.04	0.03	0.03	0.03
2	2007	251.0503	0.11	-0.06	-0.01	0.1	0.04	0.03	0.03	0.03
2	2007	251.0508	0.11	-0.05	-0.02	0.09	0.04	0.03	0.03	0.03
2	2007	251.0514	0.11	-0.05	-0.02	0.1	0.04	0.03	0.03	0.03
2	2007	251.0519	0.12	-0.04	-0.03	0.11	0.04	0.03	0.03	0.03
2	2007	251.0525	0.12	-0.04	-0.03	0.1	0.04	0.03	0.03	0.03
2	2007	251.053	0.11	-0.04	-0.02	0.1	0.04	0.03	0.03	0.03
2	2007	251.0536	0.11	-0.04	-0.03	0.09	0.04	0.03	0.03	0.03
2	2007	251.0541	0.1	-0.04	-0.03	0.09	0.04	0.03	0.03	0.03
2	2007	251.0547	0.11	-0.04	-0.03	0.09	0.04	0.03	0.03	0.03
2	2007	251.0553	0.1	-0.04	-0.02	0.09	0.04	0.03	0.03	0.03
2	2007	251.0558	0.1	-0.04	-0.02	0.09	0.04	0.03	0.03	0.03
2	2007	251.0564	0.1	-0.04	-0.02	0.09	0.04	0.03	0.03	0.03
2	2007	251.0569	0.1	-0.04	-0.01	0.09	0.04	0.03	0.03	0.03
2	2007	251.0575	0.1	-0.04	-0.02	0.09	0.04	0.03	0.03	0.03
2	2007	251.058	0.1	-0.04	-0.02	0.09	0.04	0.03	0.03	0.03
2	2007	251.0586	0.1	-0.03	-0.02	0.09	0.04	0.03	0.03	0.03
2	2007	251.0591	0.1	-0.04	-0.03	0.09	0.04	0.03	0.03	0.03
2	2007	251.0597	0.11	-0.04	-0.02	0.1	0.04	0.03	0.03	0.03
2	2007	251.0603	0.11	-0.04	-0.02	0.1	0.04	0.03	0.03	0.03
2	2007	251.0608	0.11	-0.04	-0.02	0.1	0.04	0.03	0.03	0.03
2	2007	251.0614	0.11	-0.04	-0.03	0.1	0.04	0.03	0.03	0.03
2	2007	251.0619	0.11	-0.04	-0.03	0.1	0.04	0.03	0.03	0.03
2	2007	251.0625	0.11	-0.04	-0.03	0.1	0.04	0.03	0.03	0.03
2	2007	251.063	0.12	-0.04	-0.02	0.11	0.04	0.03	0.03	0.03
2	2007	251.0636	0.12	-0.04	-0.02	0.11	0.04	0.03	0.03	0.03
2	2007	251.0641	0.12	-0.04	-0.03	0.11	0.04	0.03	0.03	0.03
2	2007	251.0647	0.11	-0.04	-0.02	0.1	0.04	0.03	0.03	0.03
2	2007	251.0653	0.11	-0.04	-0.01	0.1	0.04	0.03	0.03	0.03
2	2007	251.0658	0.12	-0.04	-0.01	0.11	0.04	0.03	0.03	0.03
2	2007	251.0664	0.12	-0.04	-0.02	0.11	0.04	0.03	0.03	0.03
2	2007	251.0669	0.1	-0.04	-0.01	0.09	0.04	0.03	0.03	0.03
2	2007	251.0675	0.1	-0.04	-0.01	0.09	0.04	0.03	0.03	0.03
2	2007	251.068	0.09	-0.04	0	0.08	0.04	0.03	0.03	0.03
2	2007	251.0686	0.09	-0.03	0	0.09	0.04	0.03	0.03	0.03
2	2007	251.0691	0.1	-0.04	-0.01	0.09	0.04	0.03	0.03	0.03
2	2007	251.0697	0.1	-0.04	-0.02	0.09	0.04	0.03	0.03	0.03
2	2007	251.0703	0.09	-0.04	0	0.09	0.04	0.03	0.03	0.03
2	2007	251.0708	0.1	-0.03	0	0.09	0.04	0.03	0.03	0.03
2	2007	251.0714	0.09	-0.04	-0.02	0.08	0.04	0.03	0.03	0.03
2	2007	251.0719	0.1	-0.03	0	0.09	0.04	0.03	0.03	0.03
2	2007	251.0725	0.1	-0.03	-0.01	0.09	0.04	0.03	0.03	0.03
2	2007	251.073	0.1	-0.04	-0.01	0.09	0.04	0.03	0.03	0.03
2	2007	251.0736	0.09	-0.03	-0.02	0.08	0.04	0.03	0.03	0.03
2	2007	251.0741	0.09	-0.03	-0.02	0.08	0.04	0.03	0.03	0.03
2	2007	251.0747	0.09	-0.04	-0.02	0.08	0.04	0.03	0.03	0.03
2	2007	251.0753	0.09	-0.03	-0.01	0.08	0.04	0.03	0.03	0.03
2	2007	251.0758	0.09	-0.03	-0.02	0.08	0.04	0.03	0.03	0.03
2	2007	251.0764	0.08	-0.03	-0.01	0.07	0.04	0.03	0.03	0.03
2	2007	251.0769	0.08	-0.03	-0.01	0.07	0.04	0.03	0.03	0.03
2	2007	251.0775	0.08	-0.03	-0.01	0.08	0.04	0.03	0.03	0.03
2	2007	251.078	0.08	-0.03	-0.01	0.07	0.04	0.03	0.03	0.03
2	2007	251.0786	0.08	-0.03	-0.02	0.07	0.04	0.03	0.03	0.03
2	2007	251.0791	0.08	-0.03	-0.01	0.08	0.04	0.03	0.03	0.03
2	2007	251.0797	0.08	-0.02	-0.01	0.08	0.04	0.03	0.03	0.03
2	2007	251.0803	0.09	-0.03	-0.02	0.08	0.04	0.03	0.03	0.03
2	2007	251.0808	0.1	-0.02	-0.03	0.09	0.04	0.03	0.03	0.03
2	2007	251.0814	0.1	-0.02	-0.02	0.09	0.04	0.03	0.03	0.03
2	2007	251.0819	0.1	-0.02	-0.01	0.1	0.04	0.03	0.03	0.03
2	2007	251.0825	0.1	-0.03	-0.01	0.09	0.04	0.03	0.03	0.03
2	2007	251.083	0.1	-0.03	-0.01	0.09	0.04	0.03	0.03	0.03
2	2007	251.0836	0.1	-0.04	-0.01	0.09	0.04	0.03	0.03	0.03
2	2007	251.0842	0.1	-0.03	-0.02	0.09	0.04	0.03	0.03	0.03
2	2007	251.0847	0.09	-0.03	-0.02	0.08	0.04	0.03	0.03	0.03
2	2007	251.0853	0.08	-0.03	-0.01	0.08	0.04	0.03	0.03	0.03
2	2007	251.0858	0.08	-0.02	-0.01	0.07	0.04	0.03	0.03	0.03
2	2007	251.0864	0.08	-0.03	-0.01	0.08	0.04	0.03	0.03	0.03
2	2007	251.0869	0.08	-0.03	-0.02	0.08	0.04	0.03	0.03	0.03
2	2007	251.0875	0.09	-0.04	-0.02	0.08	0.04	0.03	0.03	0.03
2	2007	251.088	0.09	-0.03	-0.02	0.08	0.04	0.03	0.03	0.03
2	2007	251.0886	0.1	-0.03	-0.02	0.09	0.04	0.03	0.03	0.03
2	2007	251.0891	0.08	-0.03	-0.02	0.08	0.04	0.03	0.03	0.03
2	2007	251.0897	0.08	-0.02	-0.02	0.07	0.04	0.03	0.03	0.03
2	2007	251.0903	0.08	-0.02	-0.02	0.07	0.04	0.03	0.03	0.03
2	2007	251.0908	0.09	-0.02	-0.03	0.08	0.04	0.03	0.03	0.03
2	2007	251.0914	0.09	-0.02	-0.03	0.08	0.04	0.03	0.03	0.03
2	2007	251.0919	0.08	-0.02	-0.02	0.07	0.04	0.03	0.03	0.03
2	2007	251.0925	0.08	-0.02	-0.02	0.07	0.04	0.03	0.03	0.03
2	2007	251.093	0.08	-0.02	-0.03	0.08	0.04	0.03	0.03	0.03
2	2007	251.0936	0.08	-0.02	-0.03	0.07	0.04	0.03	0.03	0.03
2	2007	251.0941	0.08	-0.02	-0.02	0.07	0.04	0.03	0.03	0.03
2	2007	251.0947	0.09	-0.02	-0.03	0.08	0.04	0.03	0.03	0.03
2	2007	251.0953	0.08	-0.02	-0.02	0.08	0.04	0.03	0.03	0.03
2	2007	251.0958	0.09	-0.02	-0.02	0.08	0.04	0.03	0.03	0.03
2	2007	251.0964	0.09	-0.02	-0.02	0.09	0.04	0.03	0.03	0.03
2	2007	251.0969	0.09	-0.02	-0.02	0.09	0.04	0.03	0.03	0.03
2	2007	251.0975	0.09	-0.02	-0.02	0.09	0.04	0.03	0.03	0.03
2	2007	251.098	0.09	-0.01	-0.02	0.09	0.04	0.03	0.03	0.03
2	2007	251.0986	0.09	-0.02	-0.01	0.09	0.04	0.03	0.03	0.03
2	2007	251.0992	0.1	-0.02	-0.02	0.1	0.04	0.03	0.03	0.03
2	2007	251.0997	0.1	-0.02	-0.01	0.1	0.04	0.03	0.03	0.03
2	2007	251.1003	0.1	-0.02	-0.01	0.09	0.04	0.03	0.03	0.03
2	2007	251.1008	0.1	-0.03	0	0.1	0.04	0.03	0.03	0.03
2	2007	251.1014	0.1	-0.03	0	0.09	0.04	0.03	0.03	0.03
2	2007	251.1019	0.1	-0.02	0	0.09	0.04	0.03	0.03	0.03
2	2007	251.1025	0.09	-0.02	-0.01	0.09	0.04	0.03	0.03	0.03
2	2007	251.103	0.09	-0.02	-0.01	0.09	0.04	0.03	0.03	0.03
2	2007	251.1036	0.09	-0.02	-0.01	0.09	0.04	0.03	0.03	0.03
2	2007	251.1041	0.09	-0.02	-0.01	0.09	0.04	0.03	0.03	0.03
2	2007	251.1047	0.1	-0.02	-0.01	0.1	0.04	0.03	0.03	0.03
2	2007	251.1053	0.1	-0.02	-0.02	0.1	0.04	0.03	0.03	0.03
2	2007	251.1058	0.09	-0.02	-0.01	0.09	0.04	0.03	0.03	0.03
2	2007	251.1064	0.09	-0.02	0	0.09	0.04	0.03	0.03	0.03
2	2007	251.1069	0.08	-0.02	-0.01	0.08	0.04	0.03	0.03	0.03
2	2007	251.1075	0.08	-0.02	-0.01	0.08	0.04	0.03	0.03	0.03
2	2007	251.108	0.07	-0.02	-0.01	0.07	0.04	0.03	0.03	0.03
2	2007	251.1086	0.07	-0.02	0	0.07	0.04	0.03	0.03	0.03
2	2007	251.1091	0.07	-0.02	-0.01	0.07	0.04	0.03	0.03	0.03
2	2007	251.1097	0.07	-0.02	0	0.07	0.04	0.03	0.03	0.03
2	2007	251.1103	0.07	-0.02	-0.01	0.07	0.04	0.03	0.03	0.03
2	2007	251.1108	0.07	-0.02	-0.01	0.07	0.04	0.03	0.03	0.03
2	2007	251.1114	0.07	-0.02	-0.01	0.07	0.04	0.03	0.03	0.03
2	2007	251.1119	0.07	-0.02	0	0.06	0.04	0.03	0.03	0.03
2	2007	251.1125	0.08	-0.02	-0.02	0.07	0.04	0.03	0.03	0.03
2	2007	251.113	0.08	-0.02	-0.01	0.08	0.04	0.03	0.03	0.03
2	2007	251.1136	0.09	-0.03	-0.01	0.08	0.04	0.03	0.03	0.03
2	2007	251.1142	0.11	-0.03	-0.01	0.1	0.04	0.03	0.03	0.03
2	2007	251.1147	0.1	-0.03	-0.01	0.1	0.04	0.03	0.03	0.03
2	2007	251.1152	0.1	-0.03	-0.01	0.1	0.04	0.03	0.03	0.03
2	2007	251.1158	0.1	-0.03	0	0.1	0.04	0.03	0.03	0.03
2	2007	251.1164	0.1	-0.03	0	0.1	0.04	0.03	0.03	0.03
2	2007	251.1169	0.11	-0.04	0.01	0.1	0.04	0.03	0.03	0.03
2	2007	251.1175	0.11	-0.03	0.01	0.11	0.04	0.03	0.03	0.03
2	2007	251.118	0.11	-0.03	0.01	0.11	0.04	0.03	0.03	0.03
2	2007	251.1186	0.12	-0.04	0.01	0.11	0.04	0.03	0.03	0.03
2	2007	251.1191	0.11	-0.03	0	0.11	0.04	0.03	0.03	0.03
2	2007	251.1197	0.12	-0.02	0	0.12	0.04	0.03	0.03	0.03
2	2007	251.1203	0.11	-0.02	-0.01	0.11	0.04	0.03	0.03	0.03
2	2007	251.1208	0.12	-0.02	-0.01	0.12	0.04	0.03	0.03	0.03
2	2007	251.1214	0.12	-0.03	-0.01	0.12	0.04	0.03	0.03	0.03
2	2007	251.1219	0.12	-0.03	-0.01	0.12	0.04	0.03	0.03	0.03
2	2007	251.1225	0.13	-0.02	-0.01	0.13	0.04	0.03	0.03	0.03
2	2007	251.123	0.13	-0.03	0	0.13	0.04	0.03	0.03	0.03
2	2007	251.1236	0.12	-0.03	0	0.12	0.04	0.03	0.03	0.03
2	2007	251.1241	0.12	-0.03	0.01	0.11	0.04	0.03	0.03	0.03
2	2007	251.1247	0.11	-0.02	-0.01	0.11	0.04	0.03	0.03	0.03
2	2007	251.1253	0.12	-0.03	-0.01	0.11	0.04	0.03	0.03	0.03
2	2007	251.1258	0.12	-0.03	-0.01	0.11	0.04	0.03	0.03	0.03
2	2007	251.1264	0.13	-0.03	-0.01	0.12	0.04	0.03	0.03	0.03
2	2007	251.1269	0.11	-0.03	0	0.11	0.04	0.03	0.03	0.03
2	2007	251.1275	0.12	-0.03	0	0.11	0.04	0.03	0.03	0.03
2	2007	251.128	0.11	-0.03	0	0.11	0.04	0.03	0.03	0.03
2	2007	251.1286	0.11	-0.03	0	0.11	0.04	0.03	0.03	0.03
2	2007	251.1292	0.11	-0.02	0	0.1	0.04	0.03	0.03	0.03
2	2007	251.1297	0.11	-0.03	-0.01	0.1	0.04	0.03	0.03	0.03
2	2007	251.1302	0.1	-0.03	0	0.1	0.04	0.03	0.03	0.03
2	2007	251.1308	0.11	-0.04	-0.01	0.1	0.04	0.03	0.03	0.03
2	2007	251.1314	0.11	-0.04	0	0.11	0.04	0.03	0.03	0.03
2	2007	251.8047	0.13	-0.04	-0.04	0.11	0.04	0.03	0.03	0.03
2	2007	251.8053	0.13	-0.04	-0.05	0.11	0.04	0.03	0.03	0.03
2	2007	251.808	0.15	-0.02	-0.02	0.15	0.04	0.03	0.03	0.03
2	2007	251.8086	0.16	-0.01	-0.03	0.15	0.04	0.03	0.03	0.03
2	2007	251.8091	0.16	-0.01	-0.03	0.15	0.04	0.03	0.03	0.03
2	2007	251.8097	0.16	0	-0.02	0.16	0.04	0.03	0.03	0.03
2	2007	251.8103	0.15	0	-0.02	0.15	0.04	0.03	0.03	0.03
2	2007	251.8108	0.15	0	-0.02	0.15	0.04	0.03	0.03	0.03
2	2007	251.8114	0.14	0	-0.02	0.14	0.04	0.03	0.03	0.03
2	2007	251.8119	0.15	0	-0.01	0.15	0.04	0.03	0.03	0.03
2	2007	251.8125	0.14	0	-0.02	0.14	0.04	0.03	0.03	0.03
2	2007	251.813	0.14	-0.01	-0.02	0.14	0.04	0.03	0.03	0.03
2	2007	251.8136	0.14	-0.02	-0.01	0.14	0.04	0.03	0.03	0.03
2	2007	251.8141	0.14	-0.01	0	0.14	0.04	0.03	0.03	0.03
2	2007	251.8147	0.14	0	-0.01	0.14	0.04	0.03	0.03	0.03
2	2007	251.8153	0.15	0	-0.01	0.15	0.04	0.03	0.03	0.03
2	2007	251.8158	0.14	0.01	-0.01	0.14	0.04	0.03	0.03	0.03
2	2007	251.8164	0.13	0.01	-0.01	0.13	0.04	0.03	0.03	0.03
2	2007	251.8169	0.13	0	-0.01	0.13	0.04	0.03	0.03	0.03
2	2007	251.8175	0.14	0	-0.01	0.14	0.04	0.03	0.03	0.03
2	2007	251.818	0.14	0	0	0.14	0.04	0.03	0.03	0.03
2	2007	251.8186	0.13	0	0.01	0.13	0.04	0.03	0.03	0.03
2	2007	251.8192	0.13	-0.01	0	0.13	0.04	0.03	0.03	0.03
2	2007	251.8197	0.12	0	0	0.12	0.04	0.03	0.03	0.03
2	2007	251.8203	0.12	0.01	0	0.12	0.04	0.03	0.03	0.03
2	2007	251.8208	0.11	0.01	0.01	0.11	0.04	0.03	0.03	0.03
2	2007	251.8214	0.11	0	0	0.11	0.04	0.03	0.03	0.03
2	2007	251.8219	0.11	0.01	0.01	0.1	0.04	0.03	0.03	0.03
2	2007	251.8225	0.11	0.01	0	0.11	0.04	0.03	0.03	0.03
2	2007	251.823	0.11	0.01	0.01	0.1	0.04	0.03	0.03	0.03
2	2007	251.8236	0.1	0.01	0.01	0.1	0.04	0.03	0.03	0.03
2	2007	251.8241	0.11	0.01	0.01	0.11	0.04	0.03	0.03	0.03
2	2007	251.8247	0.11	0.02	0	0.11	0.04	0.03	0.03	0.03
2	2007	251.8253	0.11	0.02	0	0.11	0.04	0.03	0.03	0.03
2	2007	251.8258	0.1	0.02	0	0.1	0.04	0.03	0.03	0.03
2	2007	251.8264	0.11	0.01	0	0.11	0.04	0.03	0.03	0.03
2	2007	251.8269	0.11	0.01	-0.01	0.11	0.04	0.03	0.03	0.03
2	2007	251.8275	0.11	0.01	-0.01	0.11	0.04	0.03	0.03	0.03
2	2007	251.828	0.1	0.01	-0.01	0.09	0.04	0.03	0.03	0.03
2	2007	251.8286	0.09	0.01	-0.01	0.09	0.04	0.03	0.03	0.03
2	2007	251.8291	0.08	0.02	0	0.08	0.04	0.03	0.03	0.03
2	2007	251.8297	0.09	0.02	0	0.09	0.04	0.03	0.03	0.03
2	2007	251.8303	0.1	0.02	-0.01	0.09	0.04	0.03	0.03	0.03
2	2007	251.8308	0.09	0.02	-0.01	0.09	0.04	0.03	0.03	0.03
2	2007	251.8314	0.08	0.01	-0.01	0.08	0.04	0.03	0.03	0.03
2	2007	251.8319	0.09	0.01	0	0.09	0.04	0.03	0.03	0.03
2	2007	251.8325	0.1	0	0	0.1	0.04	0.03	0.03	0.03
2	2007	251.833	0.09	0	0	0.09	0.04	0.03	0.03	0.03
2	2007	251.8336	0.09	-0.01	-0.01	0.09	0.04	0.03	0.03	0.03
2	2007	251.8342	0.1	-0.01	-0.01	0.09	0.04	0.03	0.03	0.03
2	2007	251.8347	0.09	0	-0.01	0.09	0.04	0.03	0.03	0.03
2	2007	251.8353	0.08	0	0	0.08	0.04	0.03	0.03	0.03
2	2007	251.8358	0.08	0	-0.01	0.08	0.04	0.03	0.03	0.03
2	2007	251.8364	0.08	0	-0.01	0.08	0.04	0.03	0.03	0.03
2	2007	251.8369	0.07	0	-0.01	0.07	0.04	0.03	0.03	0.03
2	2007	251.8375	0.07	0	-0.01	0.07	0.04	0.03	0.03	0.03
2	2007	251.838	0.07	0	-0.01	0.07	0.04	0.03	0.03	0.03
2	2007	251.8386	0.07	-0.01	-0.01	0.07	0.04	0.03	0.03	0.03
2	2007	251.8391	0.07	-0.02	-0.02	0.06	0.04	0.03	0.03	0.03
2	2007	251.8397	0.07	-0.03	-0.02	0.06	0.04	0.03	0.03	0.03
2	2007	251.8403	0.07	-0.03	-0.01	0.06	0.04	0.03	0.03	0.03
2	2007	251.8408	0.06	-0.03	0	0.05	0.04	0.03	0.03	0.03
2	2007	251.8414	0.06	-0.03	-0.01	0.05	0.04	0.03	0.03	0.03
2	2007	251.8419	0.06	-0.03	0	0.05	0.04	0.03	0.03	0.03
2	2007	251.8425	0.07	-0.04	-0.01	0.06	0.04	0.03	0.03	0.03
2	2007	251.843	0.08	-0.03	-0.01	0.07	0.04	0.03	0.03	0.03
2	2007	251.8436	0.08	-0.04	-0.02	0.07	0.04	0.03	0.03	0.03
2	2007	251.8441	0.08	-0.04	-0.01	0.07	0.04	0.03	0.03	0.03
2	2007	251.8447	0.08	-0.04	0	0.07	0.04	0.03	0.03	0.03
2	2007	251.8453	0.09	-0.04	0	0.08	0.04	0.03	0.03	0.03
2	2007	251.8458	0.09	-0.04	0	0.08	0.04	0.03	0.03	0.03
2	2007	251.8464	0.09	-0.04	0.01	0.08	0.04	0.03	0.03	0.03
2	2007	251.8469	0.09	-0.04	0.01	0.08	0.04	0.03	0.03	0.03
2	2007	251.8475	0.09	-0.02	0.02	0.08	0.04	0.03	0.03	0.03
2	2007	251.848	0.09	-0.02	0.02	0.09	0.04	0.03	0.03	0.03
2	2007	251.8486	0.09	-0.03	0.01	0.08	0.04	0.03	0.03	0.03
2	2007	251.8492	0.08	-0.04	0.01	0.07	0.04	0.03	0.03	0.03
2	2007	251.8497	0.09	-0.05	0.02	0.07	0.04	0.03	0.03	0.03
2	2007	251.8503	0.08	-0.05	0.02	0.06	0.04	0.03	0.03	0.03
2	2007	251.8508	0.07	-0.04	0.01	0.06	0.04	0.03	0.03	0.03
2	2007	251.8514	0.06	-0.03	0.01	0.05	0.04	0.03	0.03	0.03
2	2007	251.8519	0.04	-0.02	0	0.03	0.04	0.03	0.03	0.03
2	2007	251.8525	0.02	-0.01	0	0.01	0.04	0.03	0.03	0.03
2	2007	251.853	0.02	-0.01	0.01	0.01	0.04	0.03	0.03	0.03
2	2007	251.8536	0.02	-0.01	0.01	0.01	0.04	0.03	0.03	0.03
2	2007	251.8541	0.01	-0.01	0.01	0	0.04	0.03	0.03	0.03
2	2007	251.8547	0.01	0	0	0	0.04	0.03	0.03	0.03
2	2007	251.8553	0.01	0.01	-0.01	-0.01	0.04	0.03	0.03	0.03
2	2007	251.8558	0.02	0	0	-0.02	0.04	0.03	0.03	0.03
2	2007	251.8564	0.02	0	0	-0.01	0.04	0.03	0.03	0.03
2	2007	251.8569	0.02	0	0	-0.02	0.04	0.03	0.03	0.03
2	2007	251.8575	0.02	0.01	0	-0.02	0.04	0.03	0.03	0.03
2	2007	251.858	0.03	0.01	-0.01	-0.03	0.04	0.03	0.03	0.03
2	2007	251.8586	0.03	0.01	0	-0.02	0.04	0.03	0.03	0.03
2	2007	251.8591	0.04	0.01	-0.01	-0.04	0.04	0.03	0.03	0.03
2	2007	251.8597	0.05	0.01	0	-0.04	0.04	0.03	0.03	0.03
2	2007	251.8603	0.03	0.01	0.01	-0.03	0.04	0.03	0.03	0.03
2	2007	251.8608	0.03	0	0.02	-0.03	0.04	0.03	0.03	0.03
2	2007	251.8614	0.04	0	0.01	-0.03	0.04	0.03	0.03	0.03
2	2007	251.8619	0.03	0.01	0.01	-0.03	0.04	0.03	0.03	0.03
2	2007	251.8625	0.03	0.01	-0.01	-0.03	0.04	0.03	0.03	0.03
2	2007	251.863	0.04	0	-0.01	-0.04	0.04	0.03	0.03	0.03
2	2007	251.8636	0.05	0	-0.01	-0.04	0.04	0.03	0.03	0.03
2	2007	251.8642	0.05	0.01	0	-0.05	0.04	0.03	0.03	0.03
2	2007	251.8647	0.06	0.01	0	-0.06	0.04	0.03	0.03	0.03
2	2007	251.8652	0.05	0.02	0	-0.05	0.04	0.03	0.03	0.03
2	2007	251.8658	0.06	0.02	0.01	-0.05	0.04	0.03	0.03	0.03
2	2007	251.8664	0.06	0.02	0	-0.05	0.04	0.03	0.03	0.03
2	2007	251.8669	0.05	0.02	0	-0.05	0.04	0.03	0.03	0.03
2	2007	251.8675	0.05	0.02	0.01	-0.05	0.04	0.03	0.03	0.03
2	2007	251.868	0.04	0.02	0	-0.04	0.04	0.03	0.03	0.03
2	2007	251.8686	0.04	0.02	0	-0.03	0.04	0.03	0.03	0.03
